0.407832	0.397705
0.428374	0.388337
0.394438	0.410711
0.375732	0.437296
0.378461	0.421694
0.388780	0.421085
0.437297	0.384507
0.412788	0.394292
0.404115	0.401791
0.376964	0.425136
0.448889	0.370110
0.439164	0.380451
0.360752	0.446010
0.364458	0.437493
0.394438	0.422670
0.380447	0.424828
0.464918	0.351428
0.333627	0.454544
0.364458	0.446785
0.471595	0.349785
0.464918	0.359662
0.329395	0.464095
0.344339	0.454704
0.334947	0.460161
0.324642	0.466858
0.329395	0.466421
0.337943	0.466182
0.360752	0.464231
0.499039	0.331513
0.509094	0.319102
0.304256	0.487635
0.312555	0.475619
0.312555	0.480441
0.304256	0.492735
0.329395	0.487040
0.304256	0.495324
0.524438	0.307716
0.285489	0.502131
0.545512	0.304211
0.543469	0.304350
0.522846	0.317053
0.274244	0.514717
0.276635	0.507644
0.274244	0.516666
0.545512	0.307179
0.284398	0.507743
0.287646	0.502837
0.267622	0.528956
0.240324	0.540349
0.549264	0.298117
0.565652	0.286944
0.274244	0.542825
0.575509	0.273013
0.229643	0.565112
0.588472	0.269490
0.233248	0.550968
0.594419	0.261229
0.577494	0.275980
0.576385	0.276233
0.223883	0.572545
0.599816	0.260245
0.215117	0.579643
0.588472	0.272099
0.234479	0.561096
0.616360	0.253054
0.629567	0.247473
0.634796	0.244501
0.215117	0.583374
0.200793	0.591131
0.200793	0.591784
0.634796	0.244761
0.633564	0.250051
0.219228	0.584919
0.192221	0.604089
0.645602	0.225313
0.643421	0.235649
0.184017	0.614937
0.200793	0.599895
0.172911	0.630650
0.186174	0.617167
0.659236	0.217035
0.647039	0.235193
0.659236	0.218926
0.192221	0.618823
0.172911	0.633246
0.673975	0.213389
0.158937	0.637962
0.659236	0.227444
0.708897	0.189200
0.151832	0.652496
0.150995	0.664192
0.140513	0.668312
0.686200	0.207133
0.706270	0.211295
0.140513	0.670766
0.133984	0.674979
0.712629	0.194321
0.708897	0.206613
0.158395	0.663508
0.715998	0.176195
